,Name,MarketCap,Price,Volume24h,CirculatingSupply,Change24h,timestamp
0,Bitcoin,87683934828.7,4973.94862851,17747654244.6,17628637.0,-1.23517,20190405101217
1,Ethereum,17248805426.9,163.450322544,7522138455.42,105529344.687,-0.142462,20190405101217
2,XRP,15094721474.7,0.361604216797,2169451021.52,41743765071.0,4.74986,20190405101217
3,Litecoin,5354707262.77,87.4920908868,3913822342.06,61202186.489,-0.0310306,20190405101217
4,Bitcoin Cash,5080336204.58,286.838280472,2347889367.63,17711500.0,-5.81151,20190405101217
0,Bitcoin,87662026625.1,4972.70586632,17760154261.9,17628637.0,-1.25985,20190405101318
1,Ethereum,17250862901.1,163.469819246,7525942890.44,105529344.687,-0.130551,20190405101318
2,XRP,15160817984.7,0.363187603201,2261972673.54,41743765071.0,5.20853,20190405101318
3,Litecoin,5358055870.49,87.5468047445,3916889672.01,61202186.489,0.0314858,20190405101318
4,Bitcoin Cash,5086729356.32,287.199240963,2349744710.35,17711500.0,-5.69298,20190405101318
0,Bitcoin,87730519361.3,4976.59117726,17754652327.8,17628637.0,-1.1827,20190405101418
1,Ethereum,17231541225.6,163.28672633,7520299755.38,105529344.687,-0.242409,20190405101418
2,XRP,15158537978.5,0.363132984116,2263861976.83,41743765071.0,5.19271,20190405101418
3,Litecoin,5356192461.79,87.5163579777,3916258910.46,61202186.489,-0.0033029,20190405101418
4,Bitcoin Cash,5086163416.01,287.167287695,2349854988.05,17711500.0,-5.70347,20190405101418
0,Bitcoin,87758636875.5,4978.18616808,17762296739.2,17628637.0,-1.13242,20190405101519
1,Ethereum,17234036824.7,163.31037472,7524428677.42,105529344.687,-0.205134,20190405101519
2,XRP,15154342782.1,0.363032485361,2264448481.03,41743765071.0,5.20412,20190405101519
3,Litecoin,5350269223.93,87.4195765031,3914197173.0,61202186.489,-0.0783014,20190405101519
4,Bitcoin Cash,5085945740.45,287.154997626,2350654171.68,17711500.0,-5.62956,20190405101519
0,Bitcoin,87712917532.7,4975.59269799,17766198300.0,17628637.0,-1.18393,20190405101620
1,Ethereum,17231262485.2,163.284084975,7531183926.7,105529344.687,-0.221199,20190405101620
2,XRP,15180305295.2,0.363654434844,2268232064.93,41743765071.0,5.38436,20190405101620
3,Litecoin,5350405187.09,87.4217980439,3915993340.23,61202186.489,-0.0757621,20190405101620
4,Bitcoin Cash,5085290689.23,287.118013112,2350300878.45,17711500.0,-5.64172,20190405101620
0,Bitcoin,87720846797.4,4976.03543578,17762820879.2,17628662.0,-1.17513,20190405101721
1,Ethereum,17234040531.3,163.310114362,7533241308.5,105529535.624,-0.205293,20190405101721
2,XRP,15195503789.2,0.364018525003,2269995576.3,41743765071.0,5.48987,20190405101721
3,Litecoin,5349508710.82,87.406793221,3915029939.01,61202436.489,-0.0929128,20190405101721
4,Bitcoin Cash,5086718193.89,287.198610727,2350044528.28,17711500.0,-5.61523,20190405101721
0,Bitcoin,87728852872.6,4976.48958682,17767999510.1,17628662.0,-1.16611,20190405101821
1,Ethereum,17244295211.1,163.407287913,7532385663.37,105529535.624,-0.145913,20190405101821
2,XRP,15185627315.3,0.363781927419,2269539878.17,41743765071.0,5.4213,20190405101821
3,Litecoin,5346766053.51,87.3619803432,3913294411.82,61202436.489,-0.144135,20190405101821
4,Bitcoin Cash,5083456006.21,287.014223444,2347013069.35,17711512.5,-5.67583,20190405101821
0,Bitcoin,87674526600.6,4973.40788544,17775754814.2,17628662.0,-1.22732,20190405101922
1,Ethereum,17249133380.2,163.453134501,7539102297.67,105529535.624,-0.117897,20190405101922
2,XRP,15204010427.7,0.364222307255,2272335582.49,41743765071.0,5.54892,20190405101922
3,Litecoin,5352432782.96,87.4545702755,3916404903.15,61202436.489,-0.0383031,20190405101922
4,Bitcoin Cash,5081898467.91,286.926284128,2344401196.45,17711512.5,-5.70473,20190405101922
0,Bitcoin,87700540286.5,4974.88353265,17776718400.2,17628662.0,-1.17773,20190405102023
