,Name,MarketCap,Price,Volume24h,CirculatingSupply,Change24h,timestamp
8,Stellar,2192412510.4,0.113579240635,328696302.307,19302933336.6,-4.24812,20190412105957
9,Cardano,2122793493.83,0.0818755628684,151414003.757,25927070538.0,-3.65913,20190412105957
10,TRON,1740964809.68,0.0261084389322,412429127.916,66682072191.4,-4.41837,20190412105957
11,Bitcoin SV,1228403242.52,69.3153115662,164042530.992,17721960.917,-7.45245,20190412105957
12,Monero,1119393848.66,66.1823776969,133569744.029,16913775.0503,-1.1573,20190412105957
13,Dash,1046844068.56,119.685975354,269591966.245,8746589.27638,-4.25736,20190412105957
14,IOTA,883156612.304,0.31773592024,13476902.0561,2779530283.0,-3.47496,20190412105957
15,NEO,716457261.553,11.0224194085,286178416.362,65000000.0,-3.72519,20190412105957
16,Ethereum Classic,675051403.3,6.15582018936,528791670.506,109660676.0,-6.33003,20190412105957
17,Ontology,636040334.759,1.28530814062,105839201.964,494854358.0,-6.85546,20190412105957
18,Maker,622600101.446,622.600101446,1617365.28677,1000000.0,-9.22771,20190412105957
19,NEM,572232991.446,0.0635814435011,27900204.6093,8999999999.0,-6.644,20190412105957
0,Bitcoin,88709445552.0,5028.47050113,15311444154.0,17641437.0,-2.94342,20190412110058
1,Ethereum,17196715028.3,162.808408639,7013130966.51,105625472.124,-3.81694,20190412110058
2,XRP,13535544794.9,0.323878006447,1360345878.9,41792108527.0,-4.10796,20190412110058
3,EOS,4804767186.47,5.30184063137,3550979096.95,906245117.6,-5.22488,20190412110058
4,Litecoin,4772058461.01,77.8437889216,3253751489.79,61303008.5909,-4.80005,20190412110058
5,Bitcoin Cash,4731039808.31,266.929577298,1652242521.92,17723925.0,-4.41101,20190412110058
6,Binance Coin,2459517878.5,17.4217059511,149306022.126,141175490.242,-1.08153,20190412110058
7,Tether,2324259469.58,1.00789365376,16054371152.2,2306056259.92,0.0868498,20190412110058
8,Stellar,2192363286.7,0.113576690572,328962415.545,19302933336.6,-4.25027,20190412110058
9,Cardano,2122743035.05,0.0818736166871,151384863.885,25927070538.0,-3.62354,20190412110058
10,TRON,1740728413.91,0.0261048938149,412325233.417,66682072191.4,-4.43135,20190412110058
11,Bitcoin SV,1227926234.69,69.2883953667,163708121.684,17721960.917,-7.48838,20190412110058
12,Monero,1118759102.96,66.1448493689,133578474.211,16913775.0503,-1.21335,20190412110058
13,Dash,1047255727.48,119.733040433,269634825.283,8746589.27638,-4.21971,20190412110058
14,IOTA,883537940.116,0.317873111698,13476918.5888,2779530283.0,-3.41468,20190412110058
15,NEO,716699786.523,11.0261505619,286264017.631,65000000.0,-3.65338,20190412110058
16,Ethereum Classic,675403012.307,6.15902652567,529967975.309,109660676.0,-6.24974,20190412110058
17,Ontology,636144945.995,1.28551953865,105833753.047,494854358.0,-6.78846,20190412110058
18,Maker,623217670.282,623.217670282,1618393.20379,1000000.0,-9.12192,20190412110058
19,NEM,572211834.59,0.0635790927393,27897180.0014,8999999999.0,-6.61289,20190412110058
0,Bitcoin,88749131654.1,5030.7200969,15277581059.6,17641437.0,-2.9,20190412110159
1,Ethereum,17195383833.2,162.795805665,6994465744.61,105625472.124,-3.82438,20190412110159
2,XRP,13537959132.7,0.32393577663,1356024643.91,41792108527.0,-4.09086,20190412110159
3,EOS,4804354920.27,5.30138571449,3538978348.37,906245117.6,-5.23301,20190412110159
4,Litecoin,4766150186.59,77.7474107085,3240497806.51,61303008.5909,-4.91791,20190412110159
5,Bitcoin Cash,4729275748.54,266.830047438,1640500414.45,17723925.0,-4.44665,20190412110159
6,Binance Coin,2459873824.73,17.4242272544,149248660.497,141175490.242,-1.06722,20190412110159
7,Tether,2325359523.66,1.00837068205,16035826306.5,2306056259.92,0.13422,20190412110159
8,Stellar,2196429884.14,0.113787363083,326749150.677,19302933336.6,-4.07266,20190412110159
9,Cardano,2122080508.33,0.0818480632133,151259610.152,25927070538.0,-3.65362,20190412110159
10,TRON,1741136805.89,0.0261110182793,411453310.174,66682072191.4,-4.40893,20190412110159
11,Bitcoin SV,1227881163.69,69.2858521382,162508723.853,17721960.917,-7.49178,20190412110159
12,Monero,1119252799.71,66.1740384025,133534457.866,16913775.0503,-1.16976,20190412110159
13,Dash,1048010575.78,119.81934245,268978109.012,8746589.27638,-4.15067,20190412110159
14,IOTA,883531307.056,0.317870725302,13474968.4623,2779530283.0,-3.4154,20190412110159
15,NEO,717249108.381,11.0346016674,284938733.517,65000000.0,-3.57953,20190412110159
16,Ethereum Classic,674628068.012,6.15195977829,528172341.167,109660676.0,-6.35731,20190412110159
17,Ontology,635581645.273,1.28438122247,105711126.549,494854358.0,-6.871,20190412110159
18,Maker,623153045.471,623.153045471,1618282.95207,1000000.0,-9.13135,20190412110159
19,NEM,572455425.871,0.0636061584372,27859213.7989,8999999999.0,-6.57314,20190412110159
0,Bitcoin,88735222677.0,5029.93167036,15276356337.1,17641437.0,-2.91521,20190412110259
1,Ethereum,17189843167.9,162.743349897,6981339827.47,105625472.124,-3.85537,20190412110259
2,XRP,13534444622.0,0.323851681551,1353734788.49,41792108527.0,-4.11576,20190412110259
3,EOS,4802568222.21,5.29941417497,3529068457.28,906245117.6,-5.26825,20190412110259
4,Litecoin,4764327414.34,77.7176768947,3230512924.51,61303008.5909,-4.95428,20190412110259
5,Bitcoin Cash,4726110071.38,266.651437048,1638444510.09,17723925.0,-4.51061,20190412110259
6,Binance Coin,2461084075.9,17.4327999264,149300357.598,141175490.242,-1.01854,20190412110259
7,Tether,2326046040.97,1.00866838394,16003198634.4,2306056259.92,0.163783,20190412110259
8,Stellar,2194703895.52,0.113697947211,326229407.223,19302933336.6,-4.14805,20190412110259
9,Cardano,2121515698.65,0.0818262786589,151281600.087,25927070538.0,-3.67927,20190412110259
10,TRON,1742199072.28,0.0261269485939,410694265.724,66682072191.4,-4.35061,20190412110259
11,Bitcoin SV,1226999582.85,69.2361070311,162095103.138,17721960.917,-7.5582,20190412110259
12,Monero,1119505991.6,66.1890079699,133488421.124,16913775.0503,-1.1474,20190412110259
13,Dash,1049184715.52,119.953582175,268884114.354,8746589.27638,-4.04329,20190412110259
14,IOTA,883627457.882,0.317905317775,13476047.303,2779530283.0,-3.40489,20190412110259
15,NEO,717562627.139,11.0394250329,284795525.349,65000000.0,-3.53738,20190412110259
16,Ethereum Classic,673825376.426,6.14464000227,525141783.899,109660676.0,-6.46872,20190412110259
17,Ontology,635073175.264,1.28335370801,105715860.165,494854358.0,-6.9455,20190412110259
18,Maker,623139055.778,623.139055778,1617685.1185,1000000.0,-9.13339,20190412110259
19,NEM,572366966.145,0.0635963295787,27862992.5915,8999999999.0,-6.58758,20190412110259
0,Bitcoin,88730090181.9,5029.64073629,15274683936.3,17641437.0,-2.92083,20190412110400
1,Ethereum,17179006377.7,162.640753525,6980112646.83,105625472.124,-3.91599,20190412110400
2,XRP,13541360418.4,0.324017162466,1354264482.48,41792108527.0,-4.06676,20190412110400
3,EOS,4803591596.57,5.30054342173,3530374732.95,906245117.6,-5.24807,20190412110400
4,Litecoin,4764452697.06,77.7197205582,3230626707.27,61303008.5909,-4.95178,20190412110400
5,Bitcoin Cash,4726460358.76,266.671200581,1638381081.54,17723925.0,-4.50353,20190412110400
6,Binance Coin,2460093794.51,17.4257853845,149254130.402,141175490.242,-1.05837,20190412110400
7,Tether,2326121702.88,1.00870119403,16009287625.0,2306056259.92,0.167041,20190412110400
8,Stellar,2193828169.1,0.11365257968,326330204.63,19302933336.6,-4.18629,20190412110400
9,Cardano,2121779382.44,0.0818364488704,151155548.689,25927070538.0,-3.6673,20190412110400
10,TRON,1744542824.63,0.026162096757,410929585.231,66682072191.4,-4.22193,20190412110400
11,Bitcoin SV,1228675074.31,69.3306502632,162251045.561,17721960.917,-7.43197,20190412110400
12,Monero,1119363259.68,66.1805691724,133527191.131,16913775.0503,-1.16,20190412110400
13,Dash,1049199634.89,119.955287911,268939007.822,8746589.27638,-4.04192,20190412110400
14,IOTA,883800619.94,0.317967616811,13480407.5991,2779530283.0,-3.38596,20190412110400
15,NEO,717206236.455,11.0339420993,284705499.213,65000000.0,-3.58529,20190412110400
16,Ethereum Classic,673728746.749,6.14375883246,525148212.433,109660676.0,-6.48214,20190412110400
17,Ontology,634600299.724,1.28239812273,105638524.447,494854358.0,-7.01479,20190412110400
18,Maker,623004638.57,623.00463857,1617246.90262,1000000.0,-9.15299,20190412110400
19,NEM,572532012.928,0.0636146681102,27863321.5164,8999999999.0,-6.56064,20190412110400
0,Bitcoin,88725258259.0,5029.36684007,15277662492.2,17641437.0,-2.86345,20190412110501
1,Ethereum,17179449478.9,162.644948547,6981677856.7,105625472.124,-3.84113,20190412110501
2,XRP,13538049359.5,0.323937935574,1354276586.88,41792108527.0,-4.07025,20190412110501
3,EOS,4802111480.92,5.29891018187,3529978377.81,906245117.6,-5.2224,20190412110501
4,Litecoin,4761187882.04,77.6664635468,3228067814.27,61303008.5909,-4.84178,20190412110501
5,Bitcoin Cash,4721856811.44,266.411464246,1637567470.83,17723925.0,-4.51591,20190412110501
6,Binance Coin,2461943473.64,17.4388873693,149286866.372,141175490.242,-0.916397,20190412110501
7,Tether,2326879253.15,1.00902969871,16006317037.7,2306056259.92,0.201374,20190412110501
8,Stellar,2194488096.31,0.113686767604,326474414.556,19302933336.6,-4.10933,20190412110501
9,Cardano,2120824089.59,0.081799603487,151145424.918,25927070538.0,-3.62113,20190412110501
10,TRON,1745097179.03,0.0261704101519,410997732.271,66682072191.4,-4.11872,20190412110501
11,Bitcoin SV,1227855479.88,69.2844028734,162196949.518,17721960.917,-7.41334,20190412110501
12,Monero,1120850891.95,66.2685230599,133585322.528,16913775.0503,-0.92331,20190412110501
13,Dash,1050447287.88,120.097932427,269353380.915,8746589.27638,-3.82099,20190412110501
14,IOTA,884054235.509,0.31805886085,13476076.531,2779530283.0,-3.29154,20190412110501
15,NEO,716104255.997,11.0169885538,284218276.8,65000000.0,-3.64089,20190412110501
16,Ethereum Classic,673650246.478,6.14304298542,526114546.544,109660676.0,-6.40424,20190412110501
17,Ontology,634775421.377,1.28275200797,105711661.948,494854358.0,-6.86672,20190412110501
18,Maker,623071727.278,623.071727278,1617459.23012,1000000.0,-9.09544,20190412110501
19,NEM,572372126.207,0.063596902919,27856861.4407,8999999999.0,-6.49088,20190412110501
0,Bitcoin,88740066599.2,5030.20624676,15275047982.8,17641437.0,-2.84724,20190412110602
1,Ethereum,17182399200.5,162.672874781,6979235006.59,105625472.124,-3.82462,20190412110602
2,XRP,13536920841.2,0.323910932431,1354414662.46,41792108527.0,-4.07825,20190412110602
3,EOS,4803475519.03,5.30041533548,3531505862.82,906245117.6,-5.19548,20190412110602
4,Litecoin,4762119330.69,77.6816577221,3229202155.02,61303008.5909,-4.82317,20190412110602
5,Bitcoin Cash,4719778679.0,266.29421412,1637226068.38,17723925.0,-4.55793,20190412110602
6,Binance Coin,2461307710.09,17.4343840129,149222843.556,141175490.242,-0.941984,20190412110602
7,Tether,2326076021.1,1.00868138455,16012243581.2,2306056259.92,0.166785,20190412110602
8,Stellar,2193115489.12,0.113615658868,326431523.332,19302933336.6,-4.16931,20190412110602
9,Cardano,2119491347.44,0.0817481999877,151155863.663,25927070538.0,-3.6817,20190412110602
10,TRON,1745207214.57,0.0261720603037,410978616.834,66682072191.4,-4.11268,20190412110602
11,Bitcoin SV,1228321203.63,69.3106823444,162166735.367,17721960.917,-7.37823,20190412110602
12,Monero,1120835675.36,66.2676234033,133495521.045,16913775.0503,-0.924655,20190412110602
13,Dash,1050584329.29,120.11360041,269393993.907,8746589.27638,-3.80844,20190412110602
14,IOTA,883356538.333,0.317807848231,13475053.0701,2779530283.0,-3.36787,20190412110602
15,NEO,717387675.771,11.0367334734,284814143.063,65000000.0,-3.46819,20190412110602
16,Ethereum Classic,673201125.652,6.13894743501,525948599.274,109660676.0,-6.46664,20190412110602
17,Ontology,634802460.477,1.28280664849,105716109.914,494854358.0,-6.86276,20190412110602
18,Maker,622917846.144,622.917846144,1617347.15097,1000000.0,-9.11789,20190412110602
19,NEM,572402137.858,0.0636002375468,27868370.1072,8999999999.0,-6.48598,20190412110602
0,Bitcoin,88740874564.3,5030.25204604,15279652776.1,17641437.0,-2.84635,20190412110703
1,Ethereum,17183423024.6,162.682567747,6982628400.48,105625472.124,-3.81889,20190412110703
