,Name,MarketCap,Price,Volume24h,CirculatingSupply,Change24h,timestamp
0,Bitcoin,91773698180.7,5203.67469871,15429807438.5,17636325.0,-0.402022,20190409170623
1,Ethereum,18688701395.0,176.996312023,7792543093.32,105588083.624,-0.832294,20190409170623
2,XRP,14654207021.8,0.350645314111,1182094131.39,41792108527.0,-1.66301,20190409170623
3,Litecoin,5328933798.62,86.981292409,3126884861.27,61265286.489,-1.71075,20190409170623
4,Bitcoin Cash,5281022270.56,298.043958367,1405120641.86,17718937.5,-3.20853,20190409170623
5,EOS,4995038295.21,5.51179608938,3175291077.78,906245117.6,1.48854,20190409170623
6,Binance Coin,2576416386.04,18.2497427962,191018819.964,141175490.242,-0.521911,20190409170623
7,Stellar,2435226735.66,0.126372244681,313218882.183,19270265728.1,-3.20952,20190409170623
8,Cardano,2204016538.77,0.0850083134361,120334569.743,25927070538.0,-2.70639,20190409170623
9,Tether,2190941241.6,1.00919161702,14846167713.9,2170986366.37,0.0146962,20190409170623
10,TRON,2010005391.94,0.0301431153214,731532247.65,66682072191.4,-0.622146,20190409170623
11,Bitcoin SV,1400546736.48,79.0507935363,150327014.911,17717048.417,-4.57705,20190409170623
12,Monero,1166602138.35,68.996746772,93062278.001,16908074.5533,-1.72837,20190409170623
13,Dash,1156371713.7,132.280064288,305106764.831,8741844.20703,-1.73597,20190409170623
14,IOTA,970290585.934,0.349084372949,18766526.7356,2779530283.0,-0.548878,20190409170623
15,NEO,799005006.293,12.2923847122,275280207.092,65000000.0,-2.36932,20190409170623
16,Ethereum Classic,757238678.032,6.90948851731,633763452.99,109594028.0,-2.15012,20190409170623
17,Maker,719955728.759,719.955728759,3857153.29038,1000000.0,-1.51916,20190409170623
18,Ontology,712125997.977,1.4391523054,88685772.8161,494823234.0,-3.06011,20190409170623
19,NEM,657241009.855,0.0730267788809,29411278.3527,8999999999.0,0.555555,20190409170623
0,Bitcoin,91793643056.2,5204.80559619,15427951140.7,17636325.0,-0.380377,20190409170723
1,Ethereum,18695924895.9,177.064724107,7794356440.34,105588083.624,-0.793964,20190409170723
2,XRP,14652734947.2,0.350610090366,1181553640.02,41792108527.0,-1.67289,20190409170723
